id,letter,word,type,etymology,definition,added_at
D2461,D,"DIFFICULTUEUX, DIFFICULTUEUSE",adjectif,"Étymologie : xvie siècle, en parlant d’une chose ; xviie siècle, en parlant d’une personne. Dérivé de difficulté.","■ 
S’est dit d’une personne qui fait des difficultés à propos de tout.
C’est un homme fort difficultueux.
Un esprit difficultueux.
▪ 
Se dit aussi parfois d’une chose particulièrement difficile à accomplir.
Un travail difficultueux.
Une entreprise difficultueuse.",2026-06-04T04:17:59.663Z
D2513,D,DILEMME,nom masculin,"Étymologie : xvie siècle. Emprunté du latin tardif dilemma, employé comme terme de logique, emprunté du grec dilêmma, de même sens, lui-même composé à l’aide de dis, « deux », et de lêmma, « prémisse ».","1. 
Marque de domaine : logique.
Raisonnement disjonctif contenant deux propositions différentes ou contraires, aboutissant toutes deux à une seule et même conséquence.
Poser un dilemme.
Le raisonnement d’Aristote est le type du dilemme : ou bien il faut philosopher, ou bien il ne faut pas philosopher ; or, pour savoir s’il faut philosopher, il faut philosopher ; pour savoir s’il ne faut pas philosopher, il faut encore philosopher ; donc il faut philosopher.

2. 
Par extension.
Obligation pour quelqu’un de choisir entre deux partis qui présentent l’un et l’autre de graves inconvénients, entre deux exigences exclusives l’une de l’autre.
Chimène, dans « Le Cid », de Corneille, est confrontée à un cruel dilemme.
Être enfermé dans un dilemme.
Refuser un dilemme.
RemarqueOn prendra garde à la contamination fréquente de Dilemme par Indemne : on n’écrira pas « dilemne » et on ne prononcera pas  [dilɛmn].",2026-06-04T04:18:00.673Z
D2541,D,DINAR,nom masculin,"Étymologie : xviie siècle. Mot arabe, désignant à l’origine une pièce de monnaie en or, lui-même emprunté du latin denarius, « denier ».","Unité monétaire de divers pays.
Le dinar tunisien, algérien.
Le dinar serbe.
Un billet de cent dinars.",2026-06-04T04:18:01.227Z
D2645,D,DISCOMPTE,nom masculin,"Étymologie : xviie siècle. Mot des parlers du Nord et de l’Ouest de la France, parfois employé au Canada, réfection du moyen français descompt, « somme à déduire, retenue », lui-même déverbal de descompter, « faire le décompte de ; ne pas tenir compte de ».","Remise faite à ses clients par un commerçant sur les produits qu’il met en vente ; par extension, système de commercialisation dans lequel un détaillant propose ses produits à un prix inférieur à celui du marché, généralement en les vendant en grand volume et en réduisant ses marges.
Un magasin de discompte ou, elliptiquement, un discompte, dans lequel ce système est pratiqué.",2026-06-04T04:18:03.230Z
D2974,D,DOLLAR,nom masculin,"Étymologie : xviiie siècle. Mot anglais, désignant d’abord le thaler, emprunté du bas allemand daler, de même sens.","Unité monétaire des États-Unis d’Amérique et de certains autres pays (symbole : $).
Un billet de dix dollars.
Payer en dollars.
Le dollar canadien, australien, libérien.
En composition.
Étalon-dollar, voir Étalon [ii].",2026-06-04T04:18:10.328Z
D3152,D,DOUGLAS,nom masculin,"Étymologie : xixe siècle, d’abord dans l’expression sapin de Douglas. Tiré du nom du botaniste écossais David Douglas (1799-1834), qui introduisit cet arbre en Europe.","■ 
Grand conifère de la famille des Pinacées, à croissance rapide, originaire d’Amérique du Nord et dont les cônes sont pendants.
Le douglas a constitué une des principales essences de reboisement en France.
Les monocultures de douglas menacent la biodiversité des forêts.
▪ Par métonymie.
Le bois de cet arbre.
Le douglas est utilisé dans la fabrication du contreplaqué et de la pâte à papier.",2026-06-04T04:18:13.814Z
D3161,D,DOURO,nom masculin,"Étymologie : xixe siècle. Emprunté de l’espagnol duro, de même sens, lui-même abréviation de peso duro, littéralement « poids dur, solide », nom d’une pièce d’argent probablement dénommée ainsi en raison de sa grande fiabilité.","Nom donné à une ancienne monnaie espagnole, à l’origine en argent, qui valait cinq pesetas.",2026-06-04T04:18:14.027Z
D3187,D,DRACHME,nom féminin,"Étymologie : xiiie siècle, drame. Emprunté, par l’intermédiaire du latin drachma, du grec drakhmê, désignant une unité pondérale et monétaire, lui-même dérivé de drax, « poignée ».","1. 
Marque de domaine : Antiquité.
Unité de masse grecque dont la valeur variait de quatre à six grammes environ ; par extension, monnaie d’argent dont la valeur dépendait de celle de cette unité de masse.
Drachme attique, éginétique.
La drachme valait six oboles.

2. 
Ancienne unité monétaire de la Grèce moderne qui fut remplacée par l’euro.
Un billet de cent drachmes.",2026-06-04T04:18:14.602Z
D3189,D,"DRACONIEN, DRACONIENNE",adjectif,"Étymologie : xviiie siècle. Dérivé de Dracon, nom d’un législateur athénien auteur d’un code pénal célèbre pour ses sanctions rigoureuses.","Qui est d’une sévérité extrême.
Des lois, des mesures, des conditions draconiennes.
Un contrat draconien.",2026-06-04T04:18:14.703Z
D3364,D,DUPLICATA,nom masculin,"Étymologie : xvie siècle. Tiré de l’expression du latin médiéval littera duplicata, « lettre copiée en double ; copie », mention qui était à l’origine utilisée au bas des actes faits en double.","■ 
Marque de domaine : droit administratif.
Double, copie d’un document original.
Le duplicata d’un certificat, d’une attestation, d’une pièce d’identité.
▪ Par extension.
Le duplicata d’un cliché.",2026-06-04T04:18:18.209Z
D3365,D,DUPLICATEUR,nom masculin,"Étymologie : xixe siècle. Emprunté du latin tardif duplicator, « celui qui double ».","Marque de domaine : technique.
Appareil servant à reproduire, en plusieurs exemplaires, un document, un ensemble de données, un objet.",2026-06-04T04:18:18.270Z
D3366,D,DUPLICATION,nom féminin,"Étymologie : xiiie siècle. Emprunté du latin tardif duplicatio, « action de doubler, de redoubler ».","Action de doubler une quantité, un volume ; le fait de produire en double, de se reproduire à l’identique.
Dans des domaines spécialisés. Marque de domaine : géométrie.
Duplication du cube, célèbre problème insoluble, datant de l’Antiquité, qui porte sur la construction, à l’aide d’une règle et d’un compas, d’un cube qui soit le double en volume d’un autre.
– Marque de domaine : technique.
Opération consistant à reproduire un document, un ensemble de données, un objet.
La duplication d’un signal.
La duplication d’un badge.

– Marque de domaine : biologie.
Formation à l’identique d’un constituant cellulaire ou d’une cellule.
La duplication d’un gène, d’un chromosome.
La duplication d’une cellule souche.",2026-06-04T04:18:18.351Z
D3368,D,DUPLIQUER,verbe transitif direct,"Étymologie : xiiie siècle, au sens de « répondre à une réplique ». Emprunté du latin duplicare, « doubler », puis, dans la langue juridique, « faire un double d’un document ».","Produire quelque chose en double.
Dans des domaines spécialisés. Marque de domaine : technique.
Faire un ou plusieurs doubles d’un document, d’un ensemble de données, d’un objet.
Dupliquer un ficher informatique.
Dupliquer une puce électronique.
– Marque de domaine : biologie.
Produire par duplication.
Dupliquer un gène.
Surtout pron.
Une cellule, une séquence d’ADN qui se duplique.",2026-06-04T04:18:18.522Z
E00101,E,E-MAIL,nom masculin,"Étymologie : xxe siècle. Mot de l’anglais des États-Unis, composé de e‑, abréviation de electronic, « électronique », et de mail, signifiant proprement « sac (de courrier) », puis « courrier », lui-même emprunté du moyen français male, puis malle, « sac de voyage ; sac destiné au transport du courrier ».","■ 
Document numérique qu’un utilisateur saisit, envoie ou consulte par l’intermédiaire d’un ordinateur, d’un téléphone, etc. connecté à un réseau.
Lire un e-mail ou un mail.
▪ Par extension.
Service permettant de saisir, d’envoyer ou de consulter un tel document.
Envoyer une photographie par e-mail.
En apposition.
Une adresse e-mail ou, elliptiquement, un e-mail, un ensemble de signes qui permet l’identification d’un utilisateur de ce service et l’acheminement des messages qui lui sont destinés.
L’adresse e-mail ou l’adresse mail comporte toujours le signe arobase, noté @.
Avez-vous son e-mail ?

RemarqueÀ ce mot, qui est un anglicisme, on préfèrera, selon les cas, Courriel, Message électronique, Messagerie électronique, Courrier électronique, Adresse électronique.",2026-06-04T06:33:12.789Z
E00207,E,ÉCOTAXE,nom féminin,Étymologie : xxe siècle. Composé d’éco‑ et de taxe.,"Taxe appliquée à un bien, à un service ou à une activité susceptibles d’occasionner des dommages environnementaux.
Le gouvernement a présenté un projet d’écotaxe sur les véhicules polluants.",2026-06-04T06:33:14.862Z
E00208,E,ÉLASTHANE,nom masculin,Étymologie : xxe siècle. Composés à l’aide d’élastique et de polyuréthan(n)e.,"Fibre synthétique extensible fabriquée à partir de polyuréthanne, que l’on utilise notamment dans l’industrie textile.
Ce maillot de bain contient du nylon et de l’élasthanne.
Par métonymie.
Un justaucorps en élasthanne.",2026-06-04T06:33:14.916Z
E00209,E,"EMBARQUÉ, EMBARQUÉE",adjectif,Étymologie : xxe siècle. Tiré du participe passé d’embarquer.,"1. 
Se dit d’un équipement électronique installé à bord d’un véhicule.
Une caméra embarquée.

2. 
Se dit d’un journaliste qui accompagne une unité combattante en opération.
Les journalistes embarqués de la guerre du Golfe.",2026-06-04T06:33:14.975Z
E00210,E,ENDOCYTOSE,nom féminin,"Étymologie : xxe siècle. Composé à l’aide d’endo‑, de ‑cyte, tiré du grec kutos, « cellule », et de l’élément ‑ose, qui entre dans la formation de divers noms de maladies ou de mécanismes biologiques.","Marque de domaine : biologie.
Mécanisme par lequel une cellule intègre des molécules ou des particules provenant du milieu extracellulaire, ou encore d’autres cellules, par invagination de sa membrane plasmique.
La pinocytose et la phagocytose sont des exemples d’endocytose.",2026-06-04T06:33:15.038Z
E00211,E,ENDOMÉTRIOSE,nom féminin,"Étymologie : xxe siècle. Composé à l’aide d’endomètre et de l’élément ‑ose, qui entre dans la formation de divers noms de maladies ou de mécanismes biologiques.","Marque de domaine : pathologie.
Maladie chronique inflammatoire caractérisée par la présence, en dehors de l’utérus, de tissus de même nature que l’endomètre.
L’endométriose, qui se manifeste souvent par des douleurs pelviennes, peut être cause d’infertilité.",2026-06-04T06:33:15.098Z
E00212,E,ENDOPLASMIQUE,adjectif,"Étymologie : xxe siècle. Composé à l’aide d’endo‑ et de plasma [i], sur le modèle de cytoplasmique.","Marque de domaine : biologie.
Réticulum endoplasmique, organite des cellules eucaryotes formé d’un système de membranes qui délimite, dans le cytoplasme, un réseau de cavités aplaties communiquant entre elles.",2026-06-04T06:33:15.161Z
E00213,E,ENTREPRENARIAT,nom masculin,Étymologie : xxe siècle. Dérivés d’entrepreneur.,"Statut ou activité d’entrepreneur ; création d’entreprises.
Le gouvernement a pris des mesures pour encourager l’entrepreneuriat.",2026-06-04T06:33:15.225Z
E00214,E,"ENTREPRENEURIAL, ENTREPRENEURIALE",adjectif,"Étymologie : xxe siècle. Emprunté de l’anglais entrepreneurial, de même sens, lui-même dérivé du français entrepreneur.","Relatif à l’entrepreneuriat.
Le dynamisme entrepreneurial.",2026-06-04T06:33:15.290Z
E00215,E,ÉQUIPEMENTIER,nom masculin,Étymologie : xxe siècle. Dérivé d’équipement.,"■ 
Entreprise qui fabrique des équipements dans les domaines de l’automobile, de l’aéronautique, etc. à destination d’autres entreprises.
Adjectivement.
(au féminin, Équipementière).
Une industrie équipementière.
▪ Par extension.
Un équipementier sportif, qui fournit son équipement à un joueur, une équipe et les parraine parfois.",2026-06-04T06:33:15.361Z
E00216,E,ÉTHYLOTEST,nom masculin,Étymologie : xxe siècle. Composé à l’aide d’éthylique et de test [iii].,"Test permettant d’évaluer la concentration d’alcool dans le sang ; appareil utilisé pour effectuer ce test (on dit aussi Alcootest).
Faire un éthylotest avant de conduire.
Éthylotest chimique, électronique.",2026-06-04T06:33:15.418Z
E00217,E,EXFILTRATION,nom féminin,"Étymologie : xxe siècle. Emprunté de l’anglais des États-Unis exfiltration, de même sens, lui-même dérivé de to exfiltrate, « exfiltrer ».","Action d’exfiltrer quelqu’un ; résultat de cette action.
L’exfiltration d’un agent secret.
L’exfiltration d’un otage, d’une personnalité menacée.",2026-06-04T06:33:15.477Z
E00218,E,EXFILTRER,verbe transitif direct,"Étymologie : xxe siècle. Emprunté de l’anglais des États-Unis to exfiltrate, de même sens.","■ 
Faire sortir, généralement en urgence, un agent secret du pays, de la zone où il effectuait sa mission.
Les services de renseignement ont exfiltré plusieurs de leurs espions.
▪ Par analogie.
Faire quitter à quelqu’un un lieu où il est en danger.
Exfiltrer des prisonniers.
Le député a dû être exfiltré de la manifestation.
À la fin de la Seconde Guerre mondiale, les puissances alliées exfiltrèrent d’Allemagne des savants compromis avec le régime nazi, pour exploiter leurs connaissances.",2026-06-04T06:33:15.589Z
E00219,E,EXOBIOLOGIE,nom féminin,Étymologie : xxe siècle. Composé d’exo‑ et de biologie.,"Discipline scientifique qui étudie les possibilités de développement de formes de vie extraterrestre et cherche à en détecter les traces.
L’exobiologie prend pour modèle la Terre en s’efforçant de déterminer les conditions et les mécanismes ayant présidé à l’apparition de la vie sur notre planète.",2026-06-04T06:33:15.646Z
E00220,E,EXOCYTOSE,nom féminin,"Étymologie : xxe siècle. Composé à l’aide d’exo‑, de ‑cyte, tiré du grec kutos, « cellule », et de l’élément ‑ose, qui entre dans la formation de divers noms de maladies ou de mécanismes biologiques.","Marque de domaine : biologie.
Mécanisme par lequel une cellule rejette dans le milieu extracellulaire des molécules ou des particules.
Un neurone libère des neurotransmetteurs par exocytose.",2026-06-04T06:33:15.707Z
E00221,E,EXPRESSO,nom masculin,"Étymologie : xxe siècle. Emprunté de l’italien espresso, « extrait par pression », avec influence d’express [i].","Boisson obtenue par le passage d’eau sous pression à travers du café moulu, dans un percolateur (on dit aussi, moins souvent, Café express ou, substantivement, Express).
Commander un expresso.",2026-06-04T06:33:15.766Z
E00222,E,EXTERNALISATION,nom féminin,"Étymologie : xxe siècle. Emprunté de l’anglais externalization, de même sens, lui-même dérivé de to externalize, « rendre externe ».","Marque de domaine : économie.
Le fait, pour une entreprise ou une organisation, d’externaliser une partie de sa production, de son activité ou de ses tâches.",2026-06-04T06:33:15.835Z
E00223,E,EXTERNALISER,verbe transitif direct,"Étymologie : xxe siècle. Emprunté de l’anglais to externalize, « rendre externe », lui-même dérivé de external, « externe ».","Marque de domaine : économie.
En parlant d’une entreprise ou d’une organisation, confier une partie de sa production, de son activité ou de ses tâches à un prestataire extérieur.
Externaliser l’emballage des pièces, la gestion comptable, l’entretien des locaux.
Au participe passé, adjectivement.
Un service externalisé.",2026-06-04T06:33:15.956Z
E0386,E,ÉCU,nom masculin,"Étymologie : xie siècle, escut, au sens 1 ; xiiie siècle, au sens 2 ; xxe siècle, au sens 3. Issu du latin scutum, « bouclier », pour les sens 1 et 2 ; acronyme de l’anglais european currency unit, « unité monétaire européenne », proposé par le président français Valéry Giscard d’Estaing en raison de son homonymie avec l’ancienne pièce, pour le sens 3.","1. 
Anciennement.
Arme défensive, de forme oblongue ou rectangulaire, que portaient les gens de guerre au Moyen Âge.
Combattre avec la lance et l’écu.
Son écu était criblé de traits.
Un écu portant les armes d’un seigneur.
▪ Par extension. Marque de domaine : héraldique.
Support du blason, qui a généralement la forme de cette arme, dont le champ porte des armoiries.
Un écu en losange.
Un écu ovale.
Par métonymie.
Ces armoiries elles-mêmes.
L’écu de France, de Navarre.
– Marque de domaine : papeterie.
Format de papier jadis utilisé pour l’écriture et l’impression (environ 40 cm x 52 cm), dont le filigrane représentait à l’origine cette arme.



2. 
Ancienne pièce de monnaie en or puis en argent, en usage sous l’Ancien Régime, qui portait sur l’une de ses faces le motif d’un bouclier.
Écu de trois livres ou petit écu.
L’écu blanc, la pièce en argent frappée à partir du règne de Louis XIII.
▪ Par extension.
Nom donné, à partir de 1795 et jusque dans les années 1930, à certaines pièces d’argent.


3. 
Ancienne monnaie de compte des pays de la Communauté économique européenne, qui fut en vigueur de 1979 à l’avènement de l’euro le 1er janvier 1999 (on écrit aussi ECU).",2026-06-04T04:20:35.569Z
E0460,E,EFFECTUER,verbe transitif direct,"Étymologie : xve siècle. Emprunté du latin médiéval effectuare, de même sens, lui-même dérivé de effectus, « réalisation, accomplissement ; résultat ».","1. 
Vieilli.
Mettre à exécution.
Il a effectué ses promesses, ses menaces.

2. 
Réaliser, mener à bien une opération technique d’une certaine complexité ou qui peut présenter des difficultés.
Effectuer une manœuvre.
Effectuer un calcul mathématique.
Effectuer un virement bancaire.
Pron. à sens passif.
La taille des rosiers s’effectue au printemps.

3. 
Pron.
Avoir lieu, se passer.
La rentrée scolaire s’est effectuée sans incident.
À pression ambiante, la vaporisation de l’eau s’effectue à 100 °C.",2026-06-04T04:20:37.324Z
E0477,E,EFFICIENCE,nom féminin,"Étymologie : xixe siècle. Emprunté de l’anglais efficiency, « efficacité », lui-même tiré du latin efficientia, « faculté de produire un effet ; puissance, propriété ».","1. 
Marque de domaine : philosophie.
Propriété d’une cause efficiente.

2. 
Capacité d’un système, d’une machine à produire l’effet attendu, à fonctionner de manière satisfaisante.
L’efficience d’une organisation, d’un régime politique.
L’efficience d’un appareil.
RemarquePour parler de l’aptitude d’une personne à accomplir sa tâche avec succès, on préfèrera Efficacité.",2026-06-04T04:20:37.736Z
E0478,E,"EFFICIENT, EFFICIENTE",adjectif,"Étymologie : xiiie siècle, au sens 1 ; xxe siècle, au sens 2. Emprunté du latin efficiens, participe présent de efficere, « exécuter, produire, réaliser », pour le sens 1 ; emprunté de l’anglais efficient, « compétent, efficace », pour le sens 2.","1. 
Marque de domaine : philosophie.
Qui crée un effet.
Ne s’emploie que dans la locution Cause efficiente, celle des quatre causes qui, dans la philosophie d’Aristote, produit ou transforme une chose et, par extension, ce par quoi un évènement arrive.

2. 
Se dit d’un système, d’une machine qui a la capacité de produire l’effet attendu, qui fonctionne de manière satisfaisante.
Un réseau de communication efficient.
Un mécanisme efficient.
RemarquePour parler de l’aptitude d’une personne à accomplir sa tâche avec succès, on préfèrera Efficace.",2026-06-04T04:20:37.806Z
E0511,E,EFFRAIE,nom féminin,"Étymologie : xvie siècle, effraye. Réfection, sous l’influence d’effrayer, soit d’orfraie, soit de fresaie, ancien nom de l’effraie.","Oiseau de l’ordre des Strigiformes, au plumage roux, brun ou noir sur le dos et plus clair sur le ventre, qui présente un disque facial en forme de cœur.
Effraie des clochers, effraie d’Amérique.
En apposition.
Chouette effraie.",2026-06-04T04:20:38.467Z
E0671,E,ÉLECTORALEMENT,adverbe,Étymologie : xixe siècle. Dérivé d’électoral.,"Du point de vue électoral ; au regard des conséquences électorales.
Ce parti a pris de l’importance électoralement.
Cette décision serait électoralement dangereuse.",2026-06-04T04:20:41.788Z
E1666,E,ENJAMBEMENT,nom masculin,"Étymologie : xvie siècle, au sens d’« action d’enjamber » ; xviie siècle, au sens 1 ; xxe siècle, au sens 2. Dérivé d’enjamber.","1. 
Marque de domaine : prosodie.
Procédé qui consiste à renvoyer une partie d’un syntagme, d’une unité syntaxique au-delà de la limite métrique du vers.
Les vers de Villon « Beau frere, vous perdez la plus / Belle roze de vo chappeau », et ceux d’Aragon « On me verra trembler mais non pas lui faillir / Toujours placer amour plus haut qu’honneur Certain / Que la nuit n’est pas longue à cause du matin / Et je saurai baisser le front pour obéir » comportent des enjambements.
L’enjambement a été condamné par Malherbe et Boileau au xviie siècle.

2. 
Marque de domaine : biologie.
Processus biologique par lequel deux chromosomes appariés échangent un ou plusieurs segments.
Les enjambements contribuent au brassage du matériel génétique.
Remarque : (On préfèrera ce mot à l’anglicisme Crossing-over.)",2026-06-04T04:21:01.311Z
E2051,E,ENVISAGEABLE,adjectif,Étymologie : xixe siècle. Dérivé d’envisager.,"Qui peut être envisagé, considéré ; qui est possible.
Plusieurs solutions sont envisageables.
Un compromis serait envisageable.",2026-06-04T04:21:08.721Z
E2052,E,ENVISAGER,verbe transitif direct,"Étymologie : xiiie siècle, envisaigié, « qui a tel ou tel visage » ; xvie siècle, au sens 1 ; xviie siècle, au sens 2. Dérivé de visage.","1. 
Vieilli.
Regarder le visage de quelqu’un ; dévisager une personne.
Dès que je l’eus envisagé, je le reconnus.
Les deux hommes s’envisageaient.

2. 
Considérer, examiner par la pensée ; se représenter par l’esprit.
Envisager une question avec réalisme.
Envisager toutes les hypothèses.
Il n’envisage pas la situation d’un point de vue pratique.
Elle envisage la mort avec courage, l’avenir sereinement.
▪ Par extension.
Avoir pour projet.
Ils envisagent un départ prochain pour l’étranger.
Suivi d’un infinitif précédé de la préposition de.
Il envisage de se marier, de s’établir dans cette ville.",2026-06-04T04:21:08.851Z
E2180,E,ÉPICÉA,nom masculin,"Étymologie : xviiie siècle. Altération du latin picea, de même sens, lui-même dérivé de pix, picis, « poix ».","■ 
Conifère de la famille des Pinacées, dont les aiguilles sont à section quadrangulaire et les cônes, pendants.
Les épicéas sont communs dans les Vosges et le Jura.
▪ Par métonymie.
Le bois de cet arbre.
L’épicéa est très estimé en menuiserie.",2026-06-04T04:21:11.517Z
E2246,E,ÉPINETTE,nom féminin,Étymologie : xviie siècle. Probablement dérivé de pin.,"Nom donné, au Canada, à certaines espèces de conifères d’Amérique du Nord, en particulier aux épicéas.
Épinette blanche, rouge.
Les épinettes noires de la forêt boréale.",2026-06-04T04:21:12.818Z
E2506,E,ERREMENTS,nom masculin pluriel,"Étymologie : xiie siècle. Dérivé de l’ancien verbe errer, « voyager ; se conduire, se comporter de telle ou telle façon », lui-même issu du latin médiéval iterare, « voyager ».","1. 
Vieilli.
Le fait d’aller à l’aventure.
Les errements d’un vagabond.

2. 
Manière habituelle d’agir.
Les errements d’une époque.
Le plus souvent péj.
Retomber dans les errements du passé.
RemarqueOn prendra garde de ne pas confondre Errements, qui désigne une habitude, généralement jugée mauvaise, avec Erreur, qui s’emploie pour parler d’une action blâmable, d’une faute, d’une méprise.",2026-06-04T04:21:17.799Z
E2607,E,ESCUDO,nom masculin,"Étymologie : xixe siècle. Mot espagnol et portugais, qui a d’abord désigné un bouclier puis, sur le modèle du français écu, une monnaie, issu du latin scutum, « bouclier ».","1. 
Anciennement.
Monnaie espagnole utilisée du xvie au xixe siècle ; unité monétaire du royaume d’Espagne qui eut cours après le réal et jusqu’à l’adoption de la peseta.

2. 
Ancienne unité monétaire du Portugal qui fut remplacée par l’euro.
▪ Désigne aussi l’unité monétaire du Cap-Vert.",2026-06-04T04:21:19.790Z
E2875,E,ÉTHIOPIQUE,adjectif,"Étymologie : xixe siècle. Emprunté, par l’intermédiaire du latin aethiopicus, du grec aithiopikos, « d’Éthiopie », lui-même dérivé de aithiops, de même sens et, proprement, « au visage brûlé ».","■ 
Vieilli.
Relatif à l’Éthiopie, à ses habitants ; originaire d’Éthiopie.
(On dit plutôt Éthiopien.)
▪ Subst.
« Les Éthiopiques » d’Héliodore d’Émèse est un roman grec antique du IIIe siècle.
Léopold Sédar Senghor publia en 1956 un recueil de poèmes intitulé « Éthiopiques ».",2026-06-04T04:21:24.970Z
E2882,E,ETHNICITÉ,nom féminin,Étymologie : xxe siècle. Dérivé d’ethnique.,"Marque de domaine : sciences humaines.
Ensemble des traits de civilisation qui sont caractéristiques d’une ethnie.",2026-06-04T04:21:25.134Z
E2883,E,ETHNIE,nom féminin,"Étymologie : xixe siècle. Dérivé savant du grec ethnos, « groupe ou classe d’êtres partageant des traits communs », d’où « peuple, nation », et, au pluriel, nom donné aux peuples étrangers, puis, à Rome, aux habitants des provinces romaines et, dans les textes bibliques, aux gentils.","Marque de domaine : sciences humaines.
Ensemble d’individus que rapprochent des traits de civilisation communs, notamment une histoire, une langue, un territoire.
L’ethnie thaïe constitue la plus grande partie de la population de la Thaïlande.",2026-06-04T04:21:25.197Z
E2884,E,ETHNIQUE,adjectif,"Étymologie : xiiie siècle, comme substantif, au sens de « païen » ; xvie siècle, comme adjectif, au sens actuel. Emprunté, par l’intermédiaire du latin chrétien ethnicus, « des païens », du grec ethnikos, « propre à un peuple ; étranger », puis « païen ».","1. 
Marque de domaine : sciences humaines.
Qui constitue une ethnie ; relatif à une ethnie, à des ethnies.
Un groupe ethnique.
Des minorités ethniques.
Un conflit ethnique.
▪ Spécialement.
Nettoyage ethnique, purification ethnique, nom donné à la politique consistant, pour un groupe ethnique, à éliminer d’un territoire un autre groupe ethnique notamment par la déportation, l’exil forcé ou l’extermination.


2. 
Se dit parfois, dans la langue courante, de ce qui ressortit à des traditions artistiques, culturelles propres à certains peuples n’appartenant généralement pas au monde occidental.
Mode ethnique.
Cuisine ethnique.",2026-06-04T04:21:25.275Z
E3071,E,EURO,nom masculin,"Étymologie : xxe siècle. Tiré d’Europe, nom géographique.","Unité monétaire d’une majorité de pays de l’Union européenne (symbole : €), adoptée le 1er janvier 1999 comme monnaie de compte et mise en circulation le 1er janvier 2002 en remplacement des monnaies nationales de ces pays.
L’euro est divisé en cent parties appelées « centimes ».
Un billet de cinquante euros.
Deux euros et cinquante centimes ou, elliptiquement, deux euros cinquante ou, en chiffres, 2,50 €.
Dans le système de l’euro, les pièces comportent une face commune à tous les pays et l’autre propre à chacun d’eux.
Certains États n’appartenant pas à l’Union européenne utilisent l’euro comme monnaie officielle, tels Andorre, Monaco et le Vatican.
En apposition.
Zone euro, voir Zone.",2026-06-04T04:21:28.852Z
E3072,E,EURODEVISE,nom féminin,"Étymologie : xxe siècle. Composé d’euro‑, tiré d’Eurobank, nom d’une banque contrôlée par l’URSS et destinée originellement à faciliter les transactions internationales en dollars, et de devise [ii], pour le sens 1 ; composé d’euro‑, tiré d’Europe, et de devise [ii], pour le sens 2.","1. 
Devise détenue par une banque ou une institution financière située hors de son pays d’émission.
Des livres sterling déposées au Japon sont des eurodevises.

2. 
Devise d’un pays non européen échangée sur le marché financier européen.",2026-06-04T04:21:28.929Z
F00034,F,FORINT,nom masculin,Étymologie : xxe siècle. Mot hongrois.,"Unité monétaire de la Hongrie.
Un billet de cinq mille forints.",2026-06-04T06:36:43.343Z
F00096,F,FONCTIONNALISTE,adjectif,Étymologie : xixe siècle. Dérivés de fonctionnalisme ou de fonctionalisme.,"Marque de domaine : sciences humaines. Marque de domaine : architecture.
Relatif au fonctionnalisme ; qui est partisan du fonctionnalisme.
Pensée fonctionnaliste, courant fonctionnaliste.
Un théoricien fonctionnaliste.
Subst.
Un, une fonctionnaliste.",2026-06-04T06:36:44.604Z
F0014,F,"FABULATEUR, FABULATRICE",adjectif et nom,"Étymologie : xvie siècle, au sens de « conteur, auteur de récits » ; xxe siècle, au sens actuel. Emprunté du latin fabulator, « conteur, fabuliste ».","1. 
Adj.
Relatif à la fabulation.

2. 
N.
Vieilli.
Personne qui présente comme vraies des histoires inventées.
Cet enfant est un fabulateur.
(On dit plutôt Affabulateur.)
▪ Spécialement. Marque de domaine : psychologie.
Celui, celle qui est sujet à la fabulation.",2026-06-04T04:23:44.880Z
F0015,F,FABULATION,nom féminin,"Étymologie : xixe siècle, au sens de « récit imaginaire » ; xxe siècle, au sens actuel. Emprunté du latin fabulatio, « discours, conversation », et, en latin chrétien, « bavardages, mensonges ».","■ 
Vieilli.
Le fait de présenter comme vraies des histoires inventées ; par métonymie, le propos ainsi tenu.
(On dit plutôt Affabulation.)
▪ Spécialement. Marque de domaine : psychologie.
Attitude, tendance d’une personne qui raconte des évènements imaginaires comme si elle les avait vécus.
Normale chez le jeune enfant, la fabulation caractérise chez l’adulte certains états pathologiques.",2026-06-04T04:23:44.968Z
F0016,F,FABULER,verbe intransitif,"Étymologie : xve siècle, au sens de « bavarder » ; xvie siècle, au sens de « raconter une histoire » ; xxe siècle, au sens actuel. Emprunté du latin fabulari, « bavarder ; inventer une histoire ».","Vieilli.
Présenter comme vraies des histoires inventées (on dit plutôt Affabuler).",2026-06-04T04:23:45.090Z
F00224,F,FALAFEL,nom masculin,"Étymologie : xxe siècle. Emprunté de l’arabe falāfil, de même sens, lui-même dérivé de filfil, « poivre, piment ».","Dans la cuisine du Proche-Orient, boulette frite faite d’une purée de pois chiches ou de fèves agrémentée d’épices.
On mange traditionnellement les falafels dans un pita.",2026-06-04T06:36:47.501Z
F00225,F,"FAUSTIEN, FAUSTIENNE",adjectif,Étymologie : xxe siècle. Dérivé de Faust.,"Relatif au personnage de Faust, qui apparaît notamment dans un drame de Goethe, ou au mythe auquel il a donné naissance.
Pacte faustien, que signe Faust avec le diable, en acceptant de donner son âme en échange de la réalisation de tous ses désirs ; au figuré, compromis immoral ou dangereux.
Un thème faustien.",2026-06-04T06:36:47.560Z
